,coorporation,manager,code1,per1,code2,per2,code3,per3,code4,per4,code5,per5,code6,per6,code7,per7,code8,per8,code9,per9,code10,per10
80,工银瑞信基金管理有限公司,何肖颉 闫思倩 ,'601688.XSHG',0.0339,'601601.XSHG',0.0493,'601318.XSHG',0.04,'600606.XSHG',0.0302,'600383.XSHG',0.0325,'600048.XSHG',0.0492,'300285.XSHE',0.030299999999999997,'002142.XSHE',0.0418,'000895.XSHE',0.0393,'601688.XSHG',0.0482
81,博时基金管理有限公司,林景艺 ,'601717.XSHG',0.0184,'601318.XSHG',0.023,'600782.XSHG',0.0147,'600623.XSHG',0.0191,'600585.XSHG',0.0212,'600519.XSHG',0.0152,'600426.XSHG',0.013000000000000001,'000789.XSHE',0.0172,'000600.XSHE',0.0147,'601717.XSHG',0.0138
82,摩根士丹利华鑫基金管理有限公司,夏青 ,'601668.XSHG',0.0134,'601607.XSHG',0.0131,'601601.XSHG',0.013600000000000001,'601398.XSHG',0.012,'601318.XSHG',0.029500000000000002,'600104.XSHG',0.0127,'600036.XSHG',0.0217,'002304.XSHE',0.0138,'000895.XSHE',0.0131,'601668.XSHG',0.0203
83,上投摩根基金管理有限公司,郭晨 ,'603986.XSHG',0.030699999999999998,'601012.XSHG',0.0393,'600588.XSHG',0.0279,'300450.XSHE',0.0584,'300059.XSHE',0.050199999999999995,'002821.XSHE',0.0291,'002768.XSHE',0.043899999999999995,'002714.XSHE',0.036000000000000004,'002157.XSHE',0.060599999999999994,'603986.XSHG',0.0298
84,农银汇理基金管理有限公司,韩林 ,'600570.XSHG',0.027000000000000003,'600050.XSHG',0.024300000000000002,'300682.XSHE',0.0206,'300496.XSHE',0.0262,'300348.XSHE',0.0252,'300059.XSHE',0.0207,'002912.XSHE',0.0274,'002475.XSHE',0.0275,'002439.XSHE',0.0229,'600570.XSHG',0.0275
85,建信基金管理有限责任公司,何_华 ,'601888.XSHG',0.068,'601318.XSHG',0.033,'600588.XSHG',0.0316,'600519.XSHG',0.0496,'600352.XSHG',0.0364,'600048.XSHG',0.0547,'300316.XSHE',0.029900000000000003,'002624.XSHE',0.0649,'000961.XSHE',0.051500000000000004,'601888.XSHG',0.0352
86,建信基金管理有限责任公司,叶乐天 ,'601989.XSHG',0.0176,'000063.XSHE',0.021099999999999997,'000157.XSHE',0.0225,'002541.XSHE',0.009000000000000001,'600009.XSHG',0.0138,'600578.XSHG',0.0113,'601012.XSHG',0.0132,'601158.XSHG',0.0173,'601166.XSHG',0.008100000000000001,'601989.XSHG',0.0195
87,招商基金管理有限公司,潘明曦 ,'603019.XSHG',0.0473,'601012.XSHG',0.028999999999999998,'600977.XSHG',0.032799999999999996,'600885.XSHG',0.0302,'600763.XSHG',0.036000000000000004,'300033.XSHE',0.0349,'002916.XSHE',0.0285,'002410.XSHE',0.0292,'002371.XSHE',0.0447,'603019.XSHG',0.0405
88,工银瑞信基金管理有限公司,张继圣 ,'601012.XSHG',0.0404,'600872.XSHG',0.041100000000000005,'600570.XSHG',0.0662,'600438.XSHG',0.042,'600309.XSHG',0.054000000000000006,'600271.XSHG',0.048799999999999996,'300498.XSHE',0.056299999999999996,'300450.XSHE',0.0859,'300059.XSHE',0.0387,'601012.XSHG',0.0431
89,信达澳银基金管理有限公司,冯明远 ,'603912.XSHG',0.0129,'002456.XSHE',0.0269,'002786.XSHE',0.009000000000000001,'002837.XSHE',0.0129,'002881.XSHE',0.0129,'002897.XSHE',0.0161,'300686.XSHE',0.031200000000000002,'002125.XSHE',0.0349,'300731.XSHE',0.0161,'603912.XSHG',0.026099999999999998
90,嘉实基金管理有限公司,张自力 张楠 ,'601318.XSHG',0.031,'000661.XSHE',0.0446,'002179.XSHE',0.018799999999999997,'002415.XSHE',0.0177,'002475.XSHE',0.0338,'002746.XSHE',0.009000000000000001,'300012.XSHE',0.0351,'300059.XSHE',0.017,'300414.XSHE',0.004699999999999999,'601318.XSHG',0.0024
91,南方基金管理股份有限公司,李佳亮 ,'300632.XSHE',0.0097,'300136.XSHE',0.014499999999999999,'300132.XSHE',0.0172,'300059.XSHE',0.0124,'300033.XSHE',0.0194,'300017.XSHE',0.0132,'002798.XSHE',0.0152,'002746.XSHE',0.0129,'002635.XSHE',0.0182,'300632.XSHE',0.0125
92,建信基金管理有限责任公司,王东杰 ,'603218.XSHG',0.0305,'603027.XSHG',0.0322,'601155.XSHG',0.0703,'600325.XSHG',0.031,'600048.XSHG',0.0635,'600036.XSHG',0.038,'002202.XSHE',0.0322,'000961.XSHE',0.0668,'000858.XSHE',0.0425,'603218.XSHG',0.039
93,中银基金管理有限公司,王伟 ,'601989.XSHG',0.0285,'601766.XSHG',0.0304,'601012.XSHG',0.0373,'600438.XSHG',0.045899999999999996,'600406.XSHG',0.0301,'600031.XSHG',0.0308,'300450.XSHE',0.0499,'300124.XSHE',0.025099999999999997,'002129.XSHE',0.0297,'601989.XSHG',0.0315
94,上投摩根基金管理有限公司,郭晨 杨景喻 ,'601318.XSHG',0.041299999999999996,'600519.XSHG',0.0313,'600438.XSHG',0.0317,'300498.XSHE',0.0415,'300122.XSHE',0.030600000000000002,'002157.XSHE',0.0613,'002142.XSHE',0.032400000000000005,'002124.XSHE',0.0332,'000858.XSHE',0.0333,'601318.XSHG',0.042199999999999994
95,汇添富基金管理股份有限公司,李威 ,'601888.XSHG',0.0507,'601318.XSHG',0.04190000000000001,'601166.XSHG',0.0364,'601088.XSHG',0.032799999999999996,'600519.XSHG',0.0665,'002127.XSHE',0.0889,'000961.XSHE',0.0397,'000671.XSHE',0.0273,'000661.XSHE',0.0286,'601888.XSHG',0.0599
96,工银瑞信基金管理有限公司,王筱苓 ,'601939.XSHG',0.0496,'601601.XSHG',0.0353,'601318.XSHG',0.056799999999999996,'600519.XSHG',0.0274,'600030.XSHG',0.0279,'600028.XSHG',0.0286,'002142.XSHE',0.0649,'001979.XSHE',0.0288,'000895.XSHE',0.053399999999999996,'601939.XSHG',0.032799999999999996
97,国投瑞银基金管理有限公司,桑俊 ,'603708.XSHG',0.0305,'601933.XSHG',0.0463,'601318.XSHG',0.0644,'600340.XSHG',0.0336,'300498.XSHE',0.0308,'300014.XSHE',0.0596,'002773.XSHE',0.033,'002311.XSHE',0.0424,'002202.XSHE',0.042,'603708.XSHG',0.0519
98,国寿安保基金管理有限公司,张标 张琦 ,'603899.XSHG',0.0483,'600885.XSHG',0.034,'600486.XSHG',0.0325,'600176.XSHG',0.0327,'300408.XSHE',0.039599999999999996,'300316.XSHE',0.0369,'300207.XSHE',0.0384,'002705.XSHE',0.035,'002372.XSHE',0.0462,'603899.XSHG',0.0441
99,诺安基金管理有限公司,韩冬燕 ,'601398.XSHG',0.0623,'601318.XSHG',0.0581,'600887.XSHG',0.062400000000000004,'600332.XSHG',0.0358,'600305.XSHG',0.036699999999999997,'600104.XSHG',0.060899999999999996,'600050.XSHG',0.0718,'000869.XSHE',0.0635,'000538.XSHE',0.0852,'601398.XSHG',0.0636
100,汇添富基金管理股份有限公司,谭志强 ,'603444.XSHG',0.0349,'601166.XSHG',0.030699999999999998,'600436.XSHG',0.038599999999999995,'600383.XSHG',0.0301,'600036.XSHG',0.0304,'300285.XSHE',0.0926,'002174.XSHE',0.0337,'002044.XSHE',0.0462,'000961.XSHE',0.0331,'603444.XSHG',0.0489
101,国泰基金管理有限公司,彭凌志 ,'603883.XSHG',0.0352,'000063.XSHE',0.039900000000000005,'002153.XSHE',0.0508,'002405.XSHE',0.0317,'002410.XSHE',0.056299999999999996,'002463.XSHE',0.0323,'002916.XSHE',0.0317,'300033.XSHE',0.058499999999999996,'300059.XSHE',0.0721,'603883.XSHG',0.0212
102,国泰基金管理有限公司,王阳 周伟锋 ,'603515.XSHG',0.049,'603337.XSHG',0.0451,'601799.XSHG',0.0467,'601012.XSHG',0.051100000000000007,'600885.XSHG',0.045899999999999996,'300616.XSHE',0.04650000000000001,'300124.XSHE',0.0467,'002831.XSHE',0.0461,'002475.XSHE',0.04650000000000001,'603515.XSHG',0.051699999999999996
103,嘉实基金管理有限公司,李帅 ,'601601.XSHG',0.0347,'601318.XSHG',0.0786,'600887.XSHG',0.044500000000000005,'600835.XSHG',0.044800000000000006,'600036.XSHG',0.0675,'002048.XSHE',0.0646,'001979.XSHE',0.0351,'000550.XSHE',0.031200000000000002,'000028.XSHE',0.0315,'601601.XSHG',0.0329
104,国泰基金管理有限公司,程洲 ,'603288.XSHG',0.0424,'600887.XSHG',0.0351,'600519.XSHG',0.059500000000000004,'300702.XSHE',0.0555,'300498.XSHE',0.0682,'002714.XSHE',0.04769999999999999,'002311.XSHE',0.0512,'000910.XSHE',0.0339,'000895.XSHE',0.059500000000000004,'603288.XSHG',0.0463
105,安信基金管理有限责任公司,袁玮 ,'601668.XSHG',0.041299999999999996,'600741.XSHG',0.0345,'600383.XSHG',0.0536,'600048.XSHG',0.0489,'002230.XSHE',0.054000000000000006,'002051.XSHE',0.028900000000000002,'000501.XSHE',0.0298,'000338.XSHE',0.04190000000000001,'000069.XSHE',0.056600000000000004,'601668.XSHG',0.04769999999999999
106,嘉实基金管理有限公司,姚志鹏 ,'603357.XSHG',0.009000000000000001,'000550.XSHE',0.0638,'002074.XSHE',0.0347,'002925.XSHE',0.0344,'300014.XSHE',0.0913,'300037.XSHE',0.0478,'300724.XSHE',0.0223,'600438.XSHG',0.081,'600483.XSHG',0.0355,'603357.XSHG',0.0447
107,国泰基金管理有限公司,饶玉涵 ,'601688.XSHG',0.0688,'601318.XSHG',0.0363,'601186.XSHG',0.030600000000000002,'601128.XSHG',0.044000000000000004,'601021.XSHG',0.0449,'600570.XSHG',0.0552,'600030.XSHG',0.047400000000000005,'002179.XSHE',0.0298,'002138.XSHE',0.0252,'601688.XSHG',0.0378
108,招商基金管理有限公司,李佳存 ,'601318.XSHG',0.0331,'600570.XSHG',0.051100000000000007,'600030.XSHG',0.0414,'300725.XSHE',0.032799999999999996,'300630.XSHE',0.031400000000000004,'300529.XSHE',0.042199999999999994,'300347.XSHE',0.0677,'300059.XSHE',0.0525,'002234.XSHE',0.042300000000000004,'601318.XSHG',0.0564
109,嘉实基金管理有限公司,刘斌 龙昌伦 ,'600633.XSHG',0.0161,'600467.XSHG',0.017,'600426.XSHG',0.016200000000000003,'600017.XSHG',0.018600000000000002,'002475.XSHE',0.0206,'002415.XSHE',0.0192,'002353.XSHE',0.0161,'002065.XSHE',0.016399999999999998,'000882.XSHE',0.0146,'600633.XSHG',0.015300000000000001
110,国泰基金管理有限公司,徐治彪 ,'603939.XSHG',0.0594,'603883.XSHG',0.09179999999999999,'603605.XSHG',0.086,'300383.XSHE',0.0512,'300326.XSHE',0.0924,'002831.XSHE',0.061200000000000004,'002683.XSHE',0.065,'002589.XSHE',0.0889,'002563.XSHE',0.0848,'603939.XSHG',0.0956
111,工银瑞信基金管理有限公司,王筱苓 ,'601939.XSHG',0.0319,'601318.XSHG',0.037000000000000005,'600600.XSHG',0.0341,'600519.XSHG',0.038900000000000004,'600132.XSHG',0.0302,'600036.XSHG',0.067,'002142.XSHE',0.0481,'001979.XSHE',0.0478,'000895.XSHE',0.0617,'601939.XSHG',0.0388
112,中银基金管理有限公司,邬炜 ,'601888.XSHG',0.0489,'601398.XSHG',0.044800000000000006,'600887.XSHG',0.0473,'600519.XSHG',0.042199999999999994,'600383.XSHG',0.0329,'300122.XSHE',0.035699999999999996,'300014.XSHE',0.0431,'002475.XSHE',0.032,'000651.XSHE',0.044199999999999996,'601888.XSHG',0.050499999999999996
113,国寿安保基金管理有限公司,张琦 ,'603899.XSHG',0.054900000000000004,'601877.XSHG',0.0431,'600885.XSHG',0.044500000000000005,'600563.XSHG',0.0364,'600406.XSHG',0.0521,'600309.XSHG',0.0444,'300408.XSHE',0.059500000000000004,'002705.XSHE',0.0424,'002372.XSHE',0.0529,'603899.XSHG',0.056799999999999996
114,中银基金管理有限公司,钱亚风云 ,'601888.XSHG',0.056299999999999996,'601318.XSHG',0.0526,'600887.XSHG',0.0556,'600036.XSHG',0.0317,'600030.XSHG',0.0341,'300760.XSHE',0.0401,'300357.XSHE',0.0342,'002659.XSHE',0.041100000000000005,'002507.XSHE',0.0331,'601888.XSHG',0.0383
115,南方基金管理股份有限公司,罗安安 ,'601336.XSHG',0.0297,'601098.XSHG',0.0332,'600519.XSHG',0.0286,'300451.XSHE',0.0417,'300253.XSHE',0.0288,'300170.XSHE',0.0382,'000661.XSHE',0.0315,'000568.XSHE',0.0339,'000338.XSHE',0.0611,'601336.XSHG',0.047
116,南方基金管理股份有限公司,应帅 ,'601166.XSHG',0.046,'600887.XSHG',0.0262,'600745.XSHG',0.0264,'600519.XSHG',0.0682,'300571.XSHE',0.0398,'300529.XSHE',0.0426,'300498.XSHE',0.0297,'000671.XSHE',0.0313,'000596.XSHE',0.0333,'601166.XSHG',0.0317
117,泓德基金管理有限公司,郭_ ,'603338.XSHG',0.0797,'601318.XSHG',0.053,'600038.XSHG',0.0341,'600036.XSHG',0.0394,'300365.XSHE',0.045599999999999995,'002867.XSHE',0.0333,'002837.XSHE',0.0208,'002812.XSHE',0.034,'002709.XSHE',0.062,'603338.XSHG',0.0345
118,诺安基金管理有限公司,史高飞 ,'601555.XSHG',0.056299999999999996,'601318.XSHG',0.0519,'600850.XSHG',0.0545,'600837.XSHG',0.0722,'600570.XSHG',0.08199999999999999,'600155.XSHG',0.059500000000000004,'600030.XSHG',0.054900000000000004,'300662.XSHE',0.0694,'300282.XSHE',0.057,'601555.XSHG',0.1065
119,工银瑞信基金管理有限公司,袁芳 ,'603486.XSHG',0.025099999999999997,'600612.XSHG',0.022099999999999998,'600600.XSHG',0.0206,'600570.XSHG',0.041299999999999996,'600519.XSHG',0.0366,'600031.XSHG',0.050499999999999996,'002595.XSHE',0.0227,'002242.XSHE',0.0215,'002157.XSHE',0.024900000000000002,'603486.XSHG',0.0305
120,工银瑞信基金管理有限公司,赵蓓 ,'603883.XSHG',0.036699999999999997,'600763.XSHG',0.050499999999999996,'600276.XSHG',0.0916,'300760.XSHE',0.051500000000000004,'300630.XSHE',0.037599999999999995,'300482.XSHE',0.049100000000000005,'300347.XSHE',0.0409,'300003.XSHE',0.09269999999999999,'002044.XSHE',0.037200000000000004,'603883.XSHG',0.07919999999999999
121,工银瑞信基金管理有限公司,张宇帆 ,'603960.XSHG',0.0603,'600115.XSHG',0.0385,'600104.XSHG',0.0739,'600029.XSHG',0.0471,'600009.XSHG',0.0414,'300014.XSHE',0.0601,'002475.XSHE',0.043,'002157.XSHE',0.0406,'002008.XSHE',0.0288,'603960.XSHG',0.030600000000000002
122,工银瑞信基金管理有限公司,陈小鹭 胡志利 ,'601766.XSHG',0.0297,'601688.XSHG',0.043899999999999995,'600486.XSHG',0.0316,'600352.XSHG',0.0478,'600048.XSHG',0.0349,'600030.XSHG',0.0526,'300285.XSHE',0.04650000000000001,'002230.XSHE',0.0415,'002179.XSHE',0.0332,'601766.XSHG',0.0301
123,汇添富基金管理股份有限公司,赵鹏飞 ,'601939.XSHG',0.0417,'601318.XSHG',0.0875,'601166.XSHG',0.0401,'601088.XSHG',0.0527,'600887.XSHG',0.0735,'600872.XSHG',0.0808,'600036.XSHG',0.0999,'600028.XSHG',0.0362,'002127.XSHE',0.053,'601939.XSHG',0.0452
124,汇添富基金管理股份有限公司,刘伟林 ,'600887.XSHG',0.0359,'600436.XSHG',0.047400000000000005,'600276.XSHG',0.0415,'300347.XSHE',0.0417,'002624.XSHE',0.0483,'002415.XSHE',0.049699999999999994,'002410.XSHE',0.0453,'002304.XSHE',0.0378,'000661.XSHE',0.0953,'600887.XSHG',0.0732
125,泰达宏利基金管理有限公司,刘洋 ,'601958.XSHG',0.0165,'601168.XSHG',0.0169,'600699.XSHG',0.018600000000000002,'600657.XSHG',0.0168,'600466.XSHG',0.0169,'600160.XSHG',0.0165,'600017.XSHG',0.0168,'002353.XSHE',0.018000000000000002,'002195.XSHE',0.0194,'601958.XSHG',0.0165
126,圆信永丰基金管理有限公司,范妍 ,'601318.XSHG',0.035,'600887.XSHG',0.047599999999999996,'600583.XSHG',0.040999999999999995,'600566.XSHG',0.0345,'600038.XSHG',0.0325,'600030.XSHG',0.056299999999999996,'002511.XSHE',0.0285,'002415.XSHE',0.0446,'002179.XSHE',0.044500000000000005,'601318.XSHG',0.0433
127,招商基金管理有限公司,李亚 王景 ,'603228.XSHG',0.04019999999999999,'601818.XSHG',0.038,'600398.XSHG',0.0331,'600030.XSHG',0.050199999999999995,'300529.XSHE',0.0599,'002273.XSHE',0.0554,'002271.XSHE',0.048799999999999996,'002202.XSHE',0.0345,'000860.XSHE',0.0575,'603228.XSHG',0.0339
128,上投摩根基金管理有限公司,张一甫 ,'603259.XSHG',0.028300000000000002,'600763.XSHG',0.035,'600436.XSHG',0.0275,'600276.XSHG',0.0633,'300760.XSHE',0.0579,'300595.XSHE',0.0351,'300347.XSHE',0.0308,'300015.XSHE',0.0407,'002821.XSHE',0.0467,'603259.XSHG',0.0564
129,建信基金管理有限责任公司,陶灿 ,'603801.XSHG',0.0326,'603707.XSHG',0.0414,'601888.XSHG',0.0398,'601111.XSHG',0.032,'600809.XSHG',0.045,'300347.XSHE',0.0332,'002557.XSHE',0.0347,'002157.XSHE',0.034300000000000004,'000968.XSHE',0.0331,'603801.XSHG',0.059000000000000004
130,国泰基金管理有限公司,李海 周伟锋 ,'601799.XSHG',0.0968,'600885.XSHG',0.092,'300496.XSHE',0.0458,'300450.XSHE',0.0401,'300124.XSHE',0.060700000000000004,'300037.XSHE',0.0571,'002594.XSHE',0.0709,'002466.XSHE',0.0842,'002405.XSHE',0.0412,'601799.XSHG',0.0882
131,建信基金管理有限责任公司,孙晟 ,'601398.XSHG',0.0311,'601166.XSHG',0.031,'601111.XSHG',0.0446,'600048.XSHG',0.043899999999999995,'600030.XSHG',0.0507,'300579.XSHE',0.025099999999999997,'300450.XSHE',0.0394,'300383.XSHE',0.0308,'000889.XSHE',0.0278,'601398.XSHG',0.027999999999999997
132,东海基金管理有限责任公司,胡德军 ,'600498.XSHG',0.0213,'600100.XSHG',0.0232,'300572.XSHE',0.0255,'300203.XSHE',0.034,'300137.XSHE',0.0301,'300070.XSHE',0.0229,'002690.XSHE',0.0487,'002415.XSHE',0.11359999999999999,'002236.XSHE',0.026699999999999998,'600498.XSHG',0.0227
133,宝盈基金管理有限公司,曹潜 郝淼 ,'603658.XSHG',0.0418,'600276.XSHG',0.059000000000000004,'600055.XSHG',0.081,'300529.XSHE',0.0748,'300451.XSHE',0.059699999999999996,'300357.XSHE',0.0556,'300347.XSHE',0.0582,'300122.XSHE',0.0504,'300015.XSHE',0.0748,'603658.XSHG',0.0941
134,招商基金管理有限公司,王平 ,'603919.XSHG',0.011399999999999999,'603636.XSHG',0.0124,'603609.XSHG',0.010700000000000001,'603208.XSHG',0.0144,'600706.XSHG',0.0115,'600352.XSHG',0.0131,'002788.XSHE',0.0105,'002705.XSHE',0.0118,'002688.XSHE',0.0105,'603919.XSHG',0.0123
135,国联安基金管理有限公司,潘明 ,'600845.XSHG',0.0446,'600570.XSHG',0.0455,'300450.XSHE',0.043,'300059.XSHE',0.043899999999999995,'300033.XSHE',0.0417,'002916.XSHE',0.04190000000000001,'002841.XSHE',0.045599999999999995,'002475.XSHE',0.0443,'002463.XSHE',0.041100000000000005,'600845.XSHG',0.042
136,景顺长城基金管理有限公司,黎海威 ,'601818.XSHG',0.030699999999999998,'601688.XSHG',0.0235,'601318.XSHG',0.0546,'601288.XSHG',0.0305,'601229.XSHG',0.03,'601166.XSHG',0.038,'600606.XSHG',0.0274,'600585.XSHG',0.0322,'600031.XSHG',0.032799999999999996,'601818.XSHG',0.035699999999999996
137,景顺长城基金管理有限公司,杨锐文 ,'603788.XSHG',0.032400000000000005,'603515.XSHG',0.0482,'603197.XSHG',0.048499999999999995,'603160.XSHG',0.0704,'603103.XSHG',0.0213,'600115.XSHG',0.034300000000000004,'300760.XSHE',0.0315,'300482.XSHE',0.0637,'300207.XSHE',0.0654,'603788.XSHG',0.0768
138,嘉实基金管理有限公司,姚志鹏 ,'601799.XSHG',0.0621,'601012.XSHG',0.0594,'600438.XSHG',0.0687,'300750.XSHE',0.0347,'300450.XSHE',0.0415,'300224.XSHE',0.0349,'300037.XSHE',0.0381,'300014.XSHE',0.09359999999999999,'002925.XSHE',0.036000000000000004,'601799.XSHG',0.07339999999999999
139,华夏基金管理有限公司,张帆 ,'600050.XSHG',0.0473,'300365.XSHE',0.0375,'300047.XSHE',0.0277,'002878.XSHE',0.0294,'002851.XSHE',0.0241,'002745.XSHE',0.056799999999999996,'002373.XSHE',0.0333,'002371.XSHE',0.0365,'002179.XSHE',0.034,'600050.XSHG',0.0296
140,华商基金管理有限公司,李双全 ,'603377.XSHG',0.0999,'600466.XSHG',0.050199999999999995,'600276.XSHG',0.0552,'300672.XSHE',0.040999999999999995,'300596.XSHE',0.0867,'002777.XSHE',0.0858,'002146.XSHE',0.06509999999999999,'001979.XSHE',0.0351,'000661.XSHE',0.053899999999999997,'603377.XSHG',0.06570000000000001
141,长盛基金管理有限公司,王超 ,'601601.XSHG',0.042300000000000004,'601336.XSHG',0.0668,'601318.XSHG',0.0978,'600771.XSHG',0.0368,'600332.XSHG',0.048499999999999995,'600276.XSHG',0.0467,'002019.XSHE',0.033,'002007.XSHE',0.049400000000000006,'000661.XSHE',0.0394,'601601.XSHG',0.033
142,博时基金管理有限公司,蔡滨 兰乔 ,'601100.XSHG',0.037200000000000004,'600438.XSHG',0.0361,'600031.XSHG',0.07919999999999999,'300550.XSHE',0.0339,'300470.XSHE',0.0697,'300438.XSHE',0.0828,'300006.XSHE',0.0358,'002475.XSHE',0.0316,'002127.XSHE',0.0379,'601100.XSHG',0.034
143,工银瑞信基金管理有限公司,农冰立 ,'601012.XSHG',0.0436,'600519.XSHG',0.0475,'600438.XSHG',0.0509,'300569.XSHE',0.0431,'300450.XSHE',0.0301,'300443.XSHE',0.0425,'002415.XSHE',0.033,'000858.XSHE',0.0335,'000568.XSHE',0.0317,'601012.XSHG',0.0315
144,建信基金管理有限责任公司,叶乐天 ,'601318.XSHG',0.014499999999999999,'601166.XSHG',0.0139,'600763.XSHG',0.016200000000000003,'600578.XSHG',0.0147,'600276.XSHG',0.0165,'600036.XSHG',0.0259,'000661.XSHE',0.0178,'000651.XSHE',0.0151,'000063.XSHE',0.0159,'601318.XSHG',0.0183
145,华夏基金管理有限公司,林晶 ,'600867.XSHG',0.0341,'600276.XSHG',0.022799999999999997,'300498.XSHE',0.0282,'300413.XSHE',0.0318,'300059.XSHE',0.041100000000000005,'300033.XSHE',0.0287,'300015.XSHE',0.0335,'002624.XSHE',0.0236,'002410.XSHE',0.023799999999999998,'600867.XSHG',0.0269
146,光大保德信基金管理有限公司,翟云飞 金_毅 ,'300498.XSHE',0.0271,'300408.XSHE',0.0216,'300383.XSHE',0.0209,'300285.XSHE',0.0171,'300271.XSHE',0.0174,'300251.XSHE',0.02,'300207.XSHE',0.0171,'300122.XSHE',0.0269,'300088.XSHE',0.0169,'300498.XSHE',0.0194
147,中融基金管理有限公司,柯海东 ,'601336.XSHG',0.0753,'600559.XSHG',0.037200000000000004,'600030.XSHG',0.0446,'300601.XSHE',0.053399999999999996,'300498.XSHE',0.059699999999999996,'002812.XSHE',0.0322,'002727.XSHE',0.0458,'002675.XSHE',0.08220000000000001,'000998.XSHE',0.0462,'601336.XSHG',0.0814
148,摩根士丹利华鑫基金管理有限公司,陈健夫 夏青 ,'603883.XSHG',0.015300000000000001,'603369.XSHG',0.013500000000000002,'600466.XSHG',0.0151,'300347.XSHE',0.0165,'002195.XSHE',0.013999999999999999,'002092.XSHE',0.0125,'000860.XSHE',0.014199999999999999,'000600.XSHE',0.0129,'000596.XSHE',0.0137,'603883.XSHG',0.014499999999999999
149,景顺长城基金管理有限公司,徐喻军 ,'603888.XSHG',0.0111,'603681.XSHG',0.0,'603379.XSHG',0.0001,'603000.XSHG',0.0195,'600811.XSHG',0.0124,'600572.XSHG',0.0102,'600094.XSHG',0.009399999999999999,'300766.XSHE',0.0,'002958.XSHE',0.0001,'603888.XSHG',0.0
150,浙江浙商证券资产管理有限公司,周涛 ,'603636.XSHG',0.012,'000615.XSHE',0.0132,'000789.XSHE',0.012199999999999999,'002391.XSHE',0.0115,'002457.XSHE',0.0123,'002589.XSHE',0.011699999999999999,'002798.XSHE',0.0124,'002809.XSHE',0.0131,'002951.XSHE',0.0009,'603636.XSHG',0.0004
151,招商基金管理有限公司,王平 ,'601888.XSHG',0.0163,'601318.XSHG',0.036699999999999997,'601169.XSHG',0.0168,'600276.XSHG',0.0197,'002415.XSHE',0.0178,'002304.XSHE',0.0246,'002008.XSHE',0.0163,'000423.XSHE',0.0151,'000333.XSHE',0.015,'601888.XSHG',0.0233
152,前海开源基金管理有限公司,苏天杉 ,'603444.XSHG',0.0418,'600660.XSHG',0.0391,'600570.XSHG',0.0404,'300747.XSHE',0.0421,'300059.XSHE',0.038599999999999995,'300033.XSHE',0.0401,'002371.XSHE',0.0383,'002281.XSHE',0.041100000000000005,'000889.XSHE',0.0345,'603444.XSHG',0.0467
153,嘉实基金管理有限公司,姚爽 ,'600887.XSHG',0.0801,'600872.XSHG',0.044500000000000005,'300498.XSHE',0.08990000000000001,'002746.XSHE',0.0713,'002321.XSHE',0.0466,'002311.XSHE',0.050300000000000004,'002299.XSHE',0.0728,'000998.XSHE',0.0708,'000895.XSHE',0.0801,'600887.XSHG',0.0866
154,广发基金管理有限公司,刘格菘 ,'601012.XSHG',0.0437,'600536.XSHG',0.0559,'300661.XSHE',0.0462,'300601.XSHE',0.0872,'300529.XSHE',0.0545,'300274.XSHE',0.0452,'002405.XSHE',0.0454,'002371.XSHE',0.060899999999999996,'002049.XSHE',0.047599999999999996,'601012.XSHG',0.046900000000000004
155,华夏基金管理有限公司,郑泽鸿 ,'603659.XSHG',0.060599999999999994,'601336.XSHG',0.0401,'600958.XSHG',0.0437,'600869.XSHG',0.0392,'600837.XSHG',0.042699999999999995,'300014.XSHE',0.0414,'002709.XSHE',0.042199999999999994,'002466.XSHE',0.040999999999999995,'002407.XSHE',0.0472,'603659.XSHG',0.0418
156,南方基金管理股份有限公司,茅炜 萧嘉倩 ,'603208.XSHG',0.039900000000000005,'603186.XSHG',0.0363,'603019.XSHG',0.0436,'600636.XSHG',0.08439999999999999,'300662.XSHE',0.0356,'300578.XSHE',0.0385,'300525.XSHE',0.0404,'002419.XSHE',0.042800000000000005,'002373.XSHE',0.0435,'603208.XSHG',0.0541
157,交银施罗德基金管理有限公司,楼慧源 ,'600763.XSHG',0.0687,'600529.XSHG',0.0483,'600276.XSHG',0.051500000000000004,'300760.XSHE',0.0351,'300725.XSHE',0.0313,'300529.XSHE',0.0404,'300347.XSHE',0.0855,'300015.XSHE',0.0695,'002773.XSHE',0.0492,'600763.XSHG',0.029500000000000002
158,汇丰晋信基金管理有限公司,是星涛 ,'601336.XSHG',0.03,'601288.XSHG',0.027200000000000002,'600823.XSHG',0.034300000000000004,'600195.XSHG',0.029900000000000003,'600048.XSHG',0.04769999999999999,'002773.XSHE',0.0358,'002449.XSHE',0.0287,'000625.XSHE',0.0395,'000581.XSHE',0.0833,'601336.XSHG',0.043899999999999995
159,北信瑞丰基金管理有限公司,庞琳琳 ,'601888.XSHG',0.0452,'600887.XSHG',0.0316,'600588.XSHG',0.031200000000000002,'600030.XSHG',0.030600000000000002,'300595.XSHE',0.0342,'300357.XSHE',0.0322,'300232.XSHE',0.0333,'300033.XSHE',0.0409,'001979.XSHE',0.0441,'601888.XSHG',0.0323
