,证券代码,证券简称,"任职期限最长的现任基金经理
[名次] 第1名","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第1名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第1名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第2名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第2名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第3名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第3名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第4名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第4名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第5名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第5名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第6名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第6名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第7名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第7名
[单位] %↓","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第8名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第8名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第9名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第9名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第10名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第10名
[单位] %"
0,006692.OF,金信消费升级A,杨仁眉,600519.SH,10.6185,300015.SZ,10.5753,600763.SH,10.4619,300347.SZ,10.4069,002607.SZ,10.3881,000333.SZ,10.3325,002044.SZ,10.0591,600276.SH,7.1349,000651.SZ,6.6148,300001.SZ,5.5535
1,006675.OF,宝盈品牌消费A,肖肖,000596.SZ,11.8827,002714.SZ,11.6948,000876.SZ,11.3417,000860.SZ,10.3498,000858.SZ,9.9859,600519.SH,9.9333,600872.SH,9.8216,1579.HK,9.2337,601658.SH,7.4886,2869.HK,5.5223
2,110022.OF,易方达消费行业,萧楠,000651.SZ,11.358,000333.SZ,11.3155,600519.SH,11.2034,000858.SZ,11.1927,000568.SZ,10.2847,000860.SZ,9.9306,000596.SZ,9.5422,600809.SH,9.178,600887.SH,3.0476,000423.SZ,2.2438
3,003190.OF,创金合信消费主题A,陈建军,000876.SZ,9.7425,600519.SH,9.5415,002714.SZ,9.3882,000858.SZ,9.3024,300144.SZ,9.2433,000333.SZ,9.0681,000568.SZ,8.8587,000651.SZ,8.021,600887.SH,6.6147,002901.SZ,4.04
4,007548.OF,易方达ESG责任投资,郭杰,0700.HK,10.8894,3690.HK,10.6017,600519.SH,10.1308,000858.SZ,9.2219,000568.SZ,9.0616,600009.SH,8.7681,002304.SZ,8.4165,000651.SZ,8.1638,600004.SH,7.1006,2269.HK,6.671
5,001576.OF,国泰智能装备,王阳,002050.SZ,9.5597,600885.SH,9.191,002475.SZ,8.7604,601012.SH,8.65,600570.SH,8.6096,600690.SH,8.3547,603337.SH,8.2677,300408.SZ,5.4725,300037.SZ,3.7966,300207.SZ,3.7919
6,003230.OF,创金合信医疗保健行业A,皮劲松,600276.SH,9.4135,600529.SH,9.3458,000661.SZ,8.8783,300482.SZ,8.7053,002901.SZ,8.5139,603658.SH,8.4197,300760.SZ,7.8688,002821.SZ,7.76,300601.SZ,5.4675,002675.SZ,3.6268
8,001162.OF,前海开源优势蓝筹A,吴国清,601901.SH,9.4429,600999.SH,8.4137,600837.SH,8.1842,000776.SZ,8.1732,600030.SH,8.1503,300059.SZ,7.8669,601211.SH,7.84,601881.SH,7.8274,000166.SZ,7.6596,600547.SH,6.7184
9,000628.OF,大成高新技术产业,刘旭,600887.SH,8.2586,600690.SH,8.2155,600519.SH,8.0058,000333.SZ,7.9087,600048.SH,7.8587,603337.SH,7.7777,002415.SZ,7.7734,300144.SZ,7.558,600036.SH,7.2672,000651.SZ,4.9853
10,004403.OF,平安股息精选A,孙东宁,600030.SH,8.7986,601601.SH,8.3475,600036.SH,7.9228,601009.SH,7.9144,601628.SH,7.8977,601166.SH,7.8926,600000.SH,7.6807,000333.SZ,7.3266,000776.SZ,5.5815,002142.SZ,5.2089
11,007523.OF,汇添富内需增长A,赵鹏飞,600519.SH,14.0283,600036.SH,9.7779,0700.HK,8.9863,002044.SZ,8.4057,300144.SZ,7.9354,002142.SZ,7.6649,600276.SH,7.556,000333.SZ,4.5814,600872.SH,4.5235,000858.SZ,3.2187
12,002300.OF,长盛医疗行业,周思聪,600276.SH,10.3411,000661.SZ,7.9201,300760.SZ,7.8331,603259.SH,7.7293,300347.SZ,7.7191,300601.SZ,7.6987,300015.SZ,7.4709,300558.SZ,4.8627,603658.SH,4.6692,300357.SZ,4.0797
13,001044.OF,嘉实新消费,谭丽,000651.SZ,10.6745,603345.SH,10.3277,603096.SH,9.6169,600519.SH,9.26,000895.SZ,8.5571,002925.SZ,7.5068,601633.SH,7.4649,603866.SH,6.7097,601021.SH,5.2318,600298.SH,4.7474
14,001707.OF,诺安高端制造,史高飞,000035.SZ,10.8136,300220.SZ,10.7102,600176.SH,10.6354,000723.SZ,10.5988,600673.SH,10.1572,300449.SZ,9.686,603021.SH,7.3251,000667.SZ,6.0204,603712.SH,5.3426,603611.SH,4.7241
15,004189.OF,华商消费行业,何奇峰,600519.SH,9.8385,000858.SZ,9.7345,000333.SZ,9.4951,000651.SZ,9.4536,300630.SZ,8.793,600887.SH,7.3764,603707.SH,7.3134,002714.SZ,6.5474,600809.SH,5.968,000568.SZ,5.7671
16,005970.OF,国泰消费优选,彭凌志,600521.SH,9.0228,603444.SH,8.8091,002563.SZ,7.9747,601021.SH,7.8013,601633.SH,7.2803,603214.SH,7.1472,600612.SH,7.0362,300616.SZ,6.6823,002831.SZ,6.5967,002352.SZ,5.8667
17,003634.OF,嘉实农业产业,姚爽,002311.SZ,9.1269,000895.SZ,7.955,000858.SZ,7.4295,000568.SZ,7.2636,002746.SZ,7.2224,600519.SH,6.8991,300498.SZ,6.8832,000876.SZ,5.3398,002100.SZ,5.2613,002299.SZ,4.9866
18,000711.OF,嘉实医疗保健,齐海滔,600529.SH,10.0996,000028.SZ,10.0557,000513.SZ,8.9587,000661.SZ,8.9129,000963.SZ,8.3309,600867.SH,8.0739,600380.SH,6.8663,600276.SH,6.6733,300357.SZ,6.1263,600196.SH,6.1153
19,000974.OF,安信消费医药主题,陈一峰,002508.SZ,10.5985,600048.SH,10.5534,601668.SH,10.3162,000651.SZ,10.1025,603589.SH,8.1672,600612.SH,8.1495,000661.SZ,6.8528,600690.SH,6.4294,002624.SZ,5.706,002035.SZ,5.3719
20,007287.OF,合煦智远消费主题A,程卉超,002572.SZ,11.4459,600887.SH,8.7636,002027.SZ,7.6427,0874.HK,7.2727,000895.SZ,7.2657,1999.HK,6.8709,002035.SZ,6.824,1112.HK,5.2905,0921.HK,4.6699,603801.SH,4.2652
21,005669.OF,前海开源公用事业,史程,600900.SH,10.8333,600009.SH,7.7546,1193.HK,7.5311,0548.HK,7.3771,300012.SZ,7.322,600236.SH,7.2041,600886.SH,6.7659,601139.SH,5.7677,0941.HK,5.7627,0270.HK,5.7363
22,000854.OF,鹏华养老产业,王宗合,000596.SZ,10.4322,000858.SZ,9.7276,000568.SZ,9.6026,600519.SH,9.5307,600809.SH,9.4087,601318.SH,7.0414,600779.SH,6.7486,601899.SH,5.831,300015.SZ,5.2063,002120.SZ,4.7566
23,001915.OF,宝盈医疗健康沪港深,曹潜,000661.SZ,10.1644,603658.SH,9.709,603883.SH,9.6078,300760.SZ,9.0692,300529.SZ,7.7673,603259.SH,6.7429,300347.SZ,6.7082,600276.SH,6.3461,300142.SZ,6.3353,300482.SZ,4.6262
24,001645.OF,国泰大健康,徐治彪,002831.SZ,9.5655,603883.SH,9.5123,300326.SZ,7.929,002683.SZ,7.5952,603308.SH,7.4431,002563.SZ,7.2387,002675.SZ,6.7019,600885.SH,6.1859,300450.SZ,5.8196,002050.SZ,5.6805
25,000979.OF,景顺长城沪港深精选,鲍无可,0968.HK,8.8793,600674.SH,8.4897,0006.HK,8.151,0386.HK,7.4686,0388.HK,7.419,002727.SZ,7.2489,002353.SZ,6.7016,601098.SH,6.4393,1109.HK,5.7678,603233.SH,5.7604
26,001726.OF,汇添富新兴消费,刘伟林,000661.SZ,9.5025,603259.SH,9.1167,002624.SZ,7.8082,300413.SZ,7.5143,000568.SZ,7.5102,600276.SH,6.7207,000858.SZ,6.6645,600519.SH,6.4936,000651.SZ,5.7192,000333.SZ,5.5799
27,000309.OF,大摩品质生活精选,何晓春,002695.SZ,9.768,002376.SZ,9.6441,002627.SZ,8.7618,002609.SZ,8.5593,600383.SH,8.051,002594.SZ,7.211,601211.SH,6.6319,002212.SZ,6.4019,600048.SH,4.9362,000651.SZ,4.5287
28,006671.OF,广发消费升级,李耀柱,000860.SZ,11.7664,300760.SZ,11.1833,000661.SZ,10.9717,3690.HK,10.04,000651.SZ,6.7564,600690.SH,6.7083,000596.SZ,6.628,000333.SZ,6.1498,002032.SZ,5.6276,6169.HK,5.4991
29,000996.OF,中银新动力,吴印,002475.SZ,7.5371,600519.SH,7.4357,601688.SH,7.2938,300454.SZ,7.0863,600763.SH,6.9039,603160.SH,6.7605,603259.SH,6.6153,300595.SZ,6.594,002241.SZ,6.4384,002027.SZ,6.1823
30,006228.OF,中欧医疗创新A,葛兰,300015.SZ,10.8852,000661.SZ,10.1436,600276.SH,8.6776,300357.SZ,7.0876,002821.SZ,6.5198,300630.SZ,6.5193,300347.SZ,6.508,603259.SH,6.0151,603520.SH,4.8658,600763.SH,4.7034
31,004851.OF,广发医疗保健A,吴兴武,300015.SZ,9.2185,300357.SZ,8.4924,300760.SZ,8.2789,603259.SH,7.8008,600276.SH,7.4851,000661.SZ,7.2196,300347.SZ,6.4866,600529.SH,5.7704,600436.SH,4.2872,300463.SZ,3.6947
32,003853.OF,金鹰信息产业A,樊勇,002850.SZ,10.1918,300037.SZ,7.5803,002050.SZ,7.4239,300124.SZ,7.272,002460.SZ,6.627,600885.SH,6.5366,603659.SH,6.4695,603799.SH,5.6094,300750.SZ,5.4576,000063.SZ,4.9743
34,006502.OF,财通集成电路产业A,金梓才,002384.SZ,8.8731,603160.SH,8.7765,002241.SZ,8.5315,300433.SZ,8.4829,600183.SH,8.1679,300502.SZ,7.7655,002938.SZ,6.4521,300570.SZ,6.3945,300394.SZ,5.8686,002273.SZ,5.5846
35,003624.OF,创金合信资源主题A,李游,601899.SH,9.3104,002466.SZ,8.6999,601088.SH,7.1689,600438.SH,6.9426,002460.SZ,6.7617,600031.SH,6.5772,603799.SH,6.4175,603993.SH,5.5791,601225.SH,5.3144,600362.SH,5.2877
37,002621.OF,中欧消费主题A,郭睿,601888.SH,9.8851,603708.SH,9.2442,000651.SZ,9.0564,000876.SZ,8.9918,002714.SZ,8.0198,002624.SZ,6.4481,600519.SH,6.3842,603345.SH,6.0092,002127.SZ,5.8384,603429.SH,5.6621
39,000985.OF,嘉实逆向策略,曲盛伟,000034.SZ,9.2414,600438.SH,9.1572,300274.SZ,8.7767,300546.SZ,7.861,300659.SZ,6.7978,002180.SZ,6.4078,300302.SZ,6.3628,300012.SZ,6.2363,603679.SH,6.0756,601012.SH,6.0743
40,164205.OF,天弘文化新兴产业,田俊维,000651.SZ,10.3862,600690.SH,9.7131,000333.SZ,9.6322,002035.SZ,9.0593,603816.SH,8.9988,002508.SZ,8.9004,688358.SH,6.3518,688363.SH,5.3403,300753.SZ,4.2972,002918.SZ,3.9616
41,004040.OF,金鹰医疗健康产业A,韩广哲,000661.SZ,9.2325,600276.SH,8.5882,603259.SH,8.584,300595.SZ,6.9972,603707.SH,6.9544,300601.SZ,6.4335,300529.SZ,6.3347,600763.SH,5.9865,300760.SZ,5.9065,300685.SZ,5.8921
42,540010.OF,汇丰晋信科技先锋,陈平,002475.SZ,10.3773,002624.SZ,8.4317,600570.SH,8.2234,300207.SZ,7.5783,300059.SZ,7.508,002384.SZ,7.4164,002439.SZ,6.333,000977.SZ,5.5101,002138.SZ,4.87,600584.SH,4.7987
44,399011.OF,中海医疗保健,易小金,002044.SZ,10.2878,603883.SH,10.0989,600763.SH,10.0699,300572.SZ,8.5105,002773.SZ,8.0219,688029.SH,6.511,603259.SH,6.3122,002007.SZ,5.5797,000661.SZ,4.3391,300326.SZ,4.3328
45,002289.OF,华商改革创新,李双全,002777.SZ,10.219,603377.SH,9.3654,000631.SZ,7.6951,300596.SZ,7.5908,601688.SH,7.4445,000725.SZ,7.3533,002475.SZ,6.3059,300451.SZ,5.3271,600570.SH,5.0358,600048.SH,4.8918
46,006478.OF,长盛多因子策略优选,冯雨生,601318.SH,8.4759,600031.SH,8.4551,600519.SH,8.2131,000651.SZ,7.1547,000858.SZ,7.0907,000333.SZ,6.9327,603288.SH,6.2982,600009.SH,6.248,000157.SZ,5.2996,600779.SH,4.6193
47,000778.OF,鹏华先进制造,袁航,600031.SH,10.9529,600519.SH,9.8997,600887.SH,7.4654,000002.SZ,6.8474,000858.SZ,6.7429,300003.SZ,6.535,601318.SH,6.2757,000338.SZ,6.0695,600529.SH,5.6144,300760.SZ,5.4287
48,004812.OF,中欧先进制造A,于浩成,002353.SZ,8.468,603338.SH,8.1863,601012.SH,7.647,601799.SH,6.809,300450.SZ,6.4823,603659.SH,6.4237,002475.SZ,6.1802,600031.SH,6.1692,603596.SH,5.7208,002812.SZ,5.4271
49,005662.OF,嘉实金融精选A,李欣,600036.SH,9.8805,601318.SH,9.3079,601166.SH,9.1256,600030.SH,8.13,2328.HK,7.729,000002.SZ,6.9108,601009.SH,6.1187,000961.SZ,6.056,601688.SH,4.008,601336.SH,3.3292
50,006251.OF,银华兴盛,薄官辉,600887.SH,10.4101,600519.SH,10.2915,600570.SH,8.0802,000858.SZ,7.5946,600600.SH,7.1956,002508.SZ,6.3725,000002.SZ,6.1045,601166.SH,5.9717,002705.SZ,4.837,601668.SH,4.1192
51,001171.OF,工银瑞信养老产业,赵蓓,600276.SH,11.1971,300003.SZ,11.0613,000661.SZ,10.7522,300482.SZ,7.5271,300760.SZ,7.1402,002821.SZ,6.1188,603456.SH,6.0799,300463.SZ,5.8815,002410.SZ,4.9401,603127.SH,4.4536
52,519714.OF,交银消费新驱动,韩威俊,603369.SH,9.1435,600519.SH,9.0411,300146.SZ,8.9749,600132.SH,8.9101,000858.SZ,8.7994,002461.SZ,7.5245,000651.SZ,6.0577,600600.SH,6.0261,600887.SH,6.0202,600529.SH,5.1026
53,004698.OF,博时军工主题,兰乔,600760.SH,9.8268,600967.SH,9.4249,600038.SH,8.3477,002013.SZ,7.4474,600855.SH,7.3625,600562.SH,6.9443,002025.SZ,6.0452,002179.SZ,5.2726,600893.SH,4.929,601989.SH,4.6443
54,001048.OF,富国新兴产业,魏伟,002120.SZ,9.2047,600031.SH,9.1658,000961.SZ,9.0587,000338.SZ,8.997,600048.SH,7.6659,000002.SZ,7.1727,000951.SZ,6.0026,600486.SH,5.1085,002127.SZ,4.3704,601939.SH,3.9507
55,004292.OF,鹏华沪深港互联网,聂毅翔,600519.SH,11.9404,0700.HK,10.3921,2388.HK,8.8495,1299.HK,8.7694,3690.HK,7.1599,001914.SZ,6.7874,1521.HK,5.9602,1797.HK,5.3934,300750.SZ,5.1855,1951.HK,4.8182
56,001677.OF,中银战略新兴产业,钱亚风云,600519.SH,9.1446,601888.SH,8.9807,600036.SH,8.4624,000002.SZ,7.5468,000661.SZ,7.034,000333.SZ,6.7107,600887.SH,5.956,300760.SZ,5.1867,002555.SZ,4.9546,603517.SH,4.9334
57,004450.OF,嘉实前沿科技,张丹华,300369.SZ,10.4461,0268.HK,10.2878,2269.HK,8.7508,600276.SH,7.8649,300628.SZ,7.6075,002410.SZ,5.9367,002415.SZ,5.9283,600763.SH,5.5138,300037.SZ,4.9889,000661.SZ,4.0177
58,000746.OF,招商行业精选,贾成东,002475.SZ,9.7216,000661.SZ,8.563,300601.SZ,7.5882,300015.SZ,7.3607,603501.SH,6.4138,600763.SH,6.2666,002624.SZ,5.9263,002600.SZ,5.5632,600745.SH,5.4114,300012.SZ,4.8732
59,005962.OF,宝盈人工智能A,张仲维,300113.SZ,7.1167,600745.SH,6.5796,300416.SZ,6.468,300450.SZ,6.3602,002475.SZ,6.3028,300782.SZ,6.2014,603501.SH,5.9239,603986.SH,5.9001,0700.HK,5.5399,688111.SH,5.4968
60,001956.OF,国联安科技动力,潘明,300661.SZ,6.5056,603160.SH,6.4236,603501.SH,6.4205,002371.SZ,6.3947,603986.SH,6.3873,300782.SZ,6.3847,603444.SH,5.91,688012.SH,3.6104,600845.SH,3.5774,002916.SZ,3.5625
61,003745.OF,广发多元新兴,刘格菘,300601.SZ,10.7316,300661.SZ,8.4456,600703.SH,8.1667,600536.SH,7.7328,000063.SZ,7.6482,603986.SH,6.7419,300529.SZ,5.8658,000725.SZ,5.5156,000066.SZ,5.253,002156.SZ,5.2207
62,000960.OF,招商医药健康产业,李佳存,300347.SZ,10.0439,300529.SZ,9.6528,603233.SH,8.9674,300595.SZ,7.7073,603658.SH,6.6941,603939.SH,5.9017,000661.SZ,5.8569,600436.SH,4.8586,300253.SZ,4.7105,002821.SZ,4.3012
63,006603.OF,嘉实互融精选,蒋一茜,600519.SH,11.0555,601318.SH,9.6988,0700.HK,9.5359,600036.SH,7.1967,0817.HK,6.6641,000651.SZ,6.0282,1186.HK,5.8531,600030.SH,5.0388,000002.SZ,4.9288,300628.SZ,4.78
64,001626.OF,国泰央企改革,饶玉涵,601128.SH,9.4234,600570.SH,7.4535,002050.SZ,6.8268,300450.SZ,6.7613,601021.SH,6.0667,601398.SH,5.8252,000425.SZ,5.6834,600519.SH,4.5913,300788.SZ,3.8642,000338.SZ,3.8635
65,160127.OF,南方新兴消费增长,肖勇,000651.SZ,10.4198,600519.SH,10.0226,000858.SZ,9.9699,000568.SZ,8.8676,000333.SZ,8.7414,002311.SZ,5.684,601799.SH,5.6691,002714.SZ,5.3084,000596.SZ,4.0735,002078.SZ,3.4598
68,000913.OF,农银汇理医疗保健主题,赵伟,600276.SH,8.9225,300558.SZ,8.6594,603658.SH,8.3982,300015.SZ,8.2776,300347.SZ,6.4232,300759.SZ,5.887,603259.SH,5.6113,688029.SH,5.0794,600763.SH,4.8826,300725.SZ,4.695
69,004683.OF,建信高端医疗,潘龙玲,600276.SH,9.3663,000538.SZ,7.3841,688029.SH,6.6885,300760.SZ,6.6653,603259.SH,6.571,300347.SZ,5.9157,002821.SZ,5.5916,603882.SH,5.2489,603456.SH,4.2648,000915.SZ,4.1819
72,005402.OF,广发资源优选,孙迪,600529.SH,8.874,000002.SZ,8.285,600048.SH,7.3219,601899.SH,7.243,002643.SZ,7.235,600309.SH,6.0505,600486.SH,5.4578,603799.SH,5.2697,603737.SH,4.6466,000708.SZ,4.1715
73,001313.OF,上投摩根智慧互联,郭晨,603986.SH,6.795,000661.SZ,6.4539,300601.SZ,6.1359,603259.SH,6.0735,002241.SZ,5.7695,002475.SZ,5.7506,603501.SH,5.4309,002768.SZ,3.8012,002555.SZ,3.4584,300136.SZ,3.2787
75,001230.OF,鹏华医药科技,金笑非,600276.SH,11.2936,000661.SZ,11.0071,300760.SZ,10.6812,603259.SH,10.4391,300015.SZ,10.0536,300651.SZ,5.5903,300601.SZ,5.3888,300347.SZ,4.9544,600763.SH,4.1688,300558.SZ,3.7211
76,000586.OF,景顺长城中小板创业板,李孟海,002891.SZ,9.1486,300523.SZ,9.137,002850.SZ,5.9777,300316.SZ,5.8482,002449.SZ,5.834,300450.SZ,5.6416,300073.SZ,5.3409,300699.SZ,5.1951,300747.SZ,4.4059,300673.SZ,4.3368
79,006002.OF,工银瑞信医药健康A,谭冬寒,000661.SZ,10.645,300760.SZ,10.1365,600276.SH,9.7542,300003.SZ,8.0459,300529.SZ,6.1532,603127.SH,5.3682,300463.SZ,5.288,300015.SZ,4.8172,300630.SZ,4.676,300347.SZ,3.9101
81,006604.OF,嘉实消费精选A,吴越,000568.SZ,11.4166,000858.SZ,11.2309,600519.SH,11.1103,000651.SZ,10.7682,002311.SZ,6.9737,0291.HK,6.7009,600887.SH,5.2865,000333.SZ,4.524,601799.SH,4.3645,3690.HK,4.0707
83,000925.OF,汇添富外延增长主题,王栩,600036.SH,6.849,601888.SH,6.4845,002044.SZ,6.4595,000333.SZ,5.549,600519.SH,5.4337,002127.SZ,5.3844,601318.SH,5.2761,300144.SZ,4.4643,000651.SZ,4.0745,002311.SZ,3.7685
84,005259.OF,建信龙头企业,姚锦,000001.SZ,7.4304,2020.HK,7.0102,000002.SZ,6.8777,300760.SZ,6.6344,000661.SZ,6.314,002624.SZ,6.107,000961.SZ,5.2441,300750.SZ,5.0023,000858.SZ,4.315,002050.SZ,4.2629
86,000884.OF,民生加银优选,高松,000333.SZ,7.8203,002714.SZ,7.3111,000661.SZ,7.2151,002475.SZ,5.8381,000596.SZ,5.71,000858.SZ,5.353,603369.SH,5.2095,002157.SZ,4.5596,300498.SZ,4.2447,000651.SZ,3.9603
87,003834.OF,华夏能源革新,郑泽鸿,603799.SH,8.5181,300750.SZ,7.5355,002460.SZ,7.244,002466.SZ,6.0055,002850.SZ,5.8432,603489.SH,5.6336,603993.SH,5.2028,601689.SH,5.1751,300450.SZ,5.0044,002050.SZ,4.4491
88,001719.OF,工银瑞信国家战略主题,陈小鹭,600030.SH,9.6591,601688.SH,9.4233,300251.SZ,8.5818,688111.SH,5.3647,300059.SZ,5.3584,600570.SH,5.3043,603960.SH,5.1611,002230.SZ,5.1544,688008.SH,5.1122,000977.SZ,4.2972
89,007130.OF,中庚小盘价值,丘栋荣,603368.SH,9.26,300166.SZ,6.8482,603678.SH,6.8149,002737.SZ,6.6052,002541.SZ,5.6947,603599.SH,5.2807,300233.SZ,5.1513,600483.SH,4.9531,300349.SZ,3.2948,002139.SZ,2.8939
90,001040.OF,新华策略精选,赵强,603338.SH,7.7528,000333.SZ,6.0313,000656.SZ,5.6678,600690.SH,5.5299,600048.SH,5.3187,600585.SH,5.2911,601100.SH,5.1512,002372.SZ,3.9797,000002.SZ,3.9223,600383.SH,3.7534
91,005826.OF,华夏潜龙精选,潘中宁,000651.SZ,10.5454,600519.SH,10.0121,000858.SZ,9.5685,601318.SH,7.6139,3690.HK,7.1824,300003.SZ,6.6359,600031.SH,5.1402,601888.SH,3.9521,600585.SH,3.5854,0291.HK,3.5324
92,001616.OF,嘉实环保低碳,姚志鹏,300750.SZ,9.6356,300274.SZ,8.0903,601012.SH,7.7569,600438.SH,6.7276,603659.SH,5.7837,300450.SZ,5.7311,300037.SZ,5.1371,300724.SZ,4.9707,601799.SH,4.5109,002230.SZ,3.9881
93,005612.OF,嘉实核心优势,胡宇飞,0700.HK,10.6899,000651.SZ,10.6666,600036.SH,8.6707,600519.SH,7.1604,601318.SH,6.1419,002475.SZ,5.6605,600276.SH,5.1312,2238.HK,3.5514,000333.SZ,3.4152,1109.HK,3.2865
94,006138.OF,国联安价值优选,邹新进,600511.SH,7.7957,000028.SZ,7.7745,600048.SH,6.933,600486.SH,6.898,000671.SZ,6.5199,600597.SH,5.9074,002706.SZ,5.1101,002643.SZ,4.982,600031.SH,4.8705,601688.SH,4.8348
98,006081.OF,海富通电子信息传媒产业A,施敏佳,002475.SZ,6.4342,300379.SZ,6.0661,000063.SZ,5.5121,688111.SH,5.4898,300628.SZ,5.309,603160.SH,5.1343,600845.SH,5.0665,300433.SZ,5.0527,603986.SH,5.0387,300059.SZ,4.7831
100,003956.OF,南方现代教育,萧嘉倩,300010.SZ,8.5943,603986.SH,7.2492,002607.SZ,5.2837,688111.SH,5.215,300659.SZ,5.1394,002624.SZ,5.1125,300661.SZ,5.0372,300438.SZ,4.959,002241.SZ,4.8738,600556.SH,4.8178
101,001473.OF,建信大安全,王东杰,000961.SZ,9.5347,600048.SH,8.4807,000858.SZ,7.1125,600519.SH,6.8221,000651.SZ,5.9443,002146.SZ,5.8429,300750.SZ,5.0314,601799.SH,5.0092,000661.SZ,4.9096,601318.SH,4.2001
102,004805.OF,长信消费精选行业量化,左金保,000333.SZ,8.2703,603369.SH,5.8986,000596.SZ,5.834,000858.SZ,5.4237,300122.SZ,5.3288,000651.SZ,5.0668,002311.SZ,5.022,000661.SZ,4.7966,000568.SZ,4.4907,600570.SH,4.4541
103,005310.OF,广发电子信息传媒产业精选,观富钦,002475.SZ,8.462,300207.SZ,6.7806,002415.SZ,5.6349,603986.SH,5.5451,000063.SZ,5.3281,000977.SZ,5.3247,002027.SZ,5.022,600703.SH,4.6573,300413.SZ,3.9914,002384.SZ,3.9417
104,540008.OF,汇丰晋信低碳先锋,陆彬,300751.SZ,10.1236,300724.SZ,9.7481,600546.SH,9.5625,603396.SH,6.324,300750.SZ,5.6976,002466.SZ,5.6562,603037.SH,5.0123,603799.SH,4.6863,603203.SH,4.3923,600114.SH,4.279
105,450009.OF,国富中小盘,赵晓东,601966.SH,7.4353,002044.SZ,7.2816,600298.SH,6.8961,002304.SZ,6.5986,600036.SH,5.9378,601166.SH,5.1351,002142.SZ,5.0099,600201.SH,4.7307,600690.SH,4.4208,601799.SH,3.615
107,004616.OF,中欧电子信息产业A,刘晨,300590.SZ,8.4941,002555.SZ,5.4229,300271.SZ,5.2829,002624.SZ,5.2686,601138.SH,5.1333,300036.SZ,5.1085,002236.SZ,4.9772,300638.SZ,4.7876,600271.SH,4.3118,002008.SZ,4.291
108,001651.OF,工银瑞信新蓝筹,王筱苓,600036.SH,8.0378,601318.SH,6.8467,600519.SH,6.726,002142.SZ,6.5513,000895.SZ,5.1221,600600.SH,5.0249,000333.SZ,4.9763,000651.SZ,4.9112,000858.SZ,4.3235,600486.SH,3.8307
110,160919.OF,大成产业升级,李林益,603517.SH,8.8828,002299.SZ,6.0551,002353.SZ,5.7196,300699.SZ,5.4345,603308.SH,5.4176,002180.SZ,5.2113,600477.SH,4.9651,002179.SZ,4.5479,002405.SZ,4.4049,300487.SZ,4.3596
